CollisionID,CollisionKey,Borough,RoadType,VehicleSequenceNumber,VehicleTypeCode,VehicleTypeDescription,ContributingFactorCode,ContributingFactorDescription,OccurrencePrecinctCode,Collision_ at_Location,Address,CollisionVehicleCount,CollisionInjuredCount,CollisionKilledCount,Vehicles_or_MotoristsInvolved,PersonsInjured,PersonsKilled,MotoristsInjured,MotoristsKilled,PassengInjured,PassengKilled,CyclistsInjured,CyclistsKilled,PedestrInjured,PedestrKilled,Injury_or_Fatal,Bicycle
2024121001271,295257305,statensland,H,1.0,LCOM,Large com veh(6 or more tires),07,Failure to yield right-of-way                                                   ,121,2.0,STATEN ISLAND EXP,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024121001271,295257305,statensland,H,2.0,SUBN,Sport utility / station wagon, , ,121,2.0,STATEN ISLAND EXP,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024122001216,294703187,statensland,H,1.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           ,122,1.0,STATEN ISLAND EXP,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024122001216,294703187,statensland,H,2.0,SUBN,Sport utility / station wagon, , ,122,1.0,STATEN ISLAND EXP,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024122001207,294457416,statensland,H,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  ,122,1.0,STATEN ISLAND EXP,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024122001207,294457416,statensland,H,2.0,LCOM,Large com veh(6 or more tires),04,Driver inattention/distraction                                                  ,122,1.0,STATEN ISLAND EXP,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024122001246,295071410,statensland,H,1.0,SUBN,Sport utility / station wagon, , ,122,2.0,STATEN ISLAND EXP,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024122001246,295071410,statensland,H,2.0,,,07,Failure to yield right-of-way                                                   ,122,2.0,STATEN ISLAND EXP,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024122001268,295608981,statensland,H,1.0,MCY,Motorcycle,26,Other uninvolved vehicle                                                        ,122,1.0,STATEN ISLAND EXP,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024122001211,294653565,statensland,H,1.0,LCOM,Large com veh(6 or more tires),09,Following too closely                                                           ,122,1.0,STATEN ISLAND EXP,3.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024122001211,294653565,statensland,H,2.0,SUBN,Sport utility / station wagon, , ,122,1.0,STATEN ISLAND EXP,3.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
