,CollisionID,CollisionKey,Borough,RoadType,VehicleSequenceNumber,VehicleTypeCode,VehicleTypeDescription,ContributingFactorCode,ContributingFactorDescription
2645,2024115001474,294779706,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2646,2024115001474,294779706,queens,I,2.0,SUBN,Sport utility / station wagon,02,Alcohol involvement                                                             
2647,2024107001462,294780974,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2648,2024107001462,294780974,queens,I,2.0,SUBN,Sport utility / station wagon,03,Backing unsafely                                                                
2649,2024111001248,294781189,queens,I,1.0,SEDN,Passenger vehicle, , 
2650,2024111001248,294781189,queens,I,2.0,SEDN,Passenger vehicle, , 
2651,2024111001247,294781597,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2652,2024111001247,294781597,queens,I,2.0,SEDN,Passenger vehicle,03,Backing unsafely                                                                
2653,2024107001464,294783143,queens,I,1.0,SEDN,Passenger vehicle, , 
2654,2024107001464,294783143,queens,I,2.0,SEDN,Passenger vehicle, , 
2655,2024115001475,294783145,queens,I,1.0,SEDN,Passenger vehicle, , 
2656,2024115001475,294783145,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
2657,2024115001475,294783145,queens,I,3.0,SEDN,Passenger vehicle, , 
2658,2024109001888,294789905,queens,I,1.0,SUBN,Sport utility / station wagon,03,Backing unsafely                                                                
2659,2024109001888,294789905,queens,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
2660,2024109001930,294789906,queens,I,2.0,BUS,Bus, , 
2661,2024114001712,294793353,queens,I,1.0,SEDN,Passenger vehicle,07,Failure to yield right-of-way                                                   
2662,2024114001719,294794642,queens,I,1.0,BUS,Bus, , 
2663,2024114001719,294794642,queens,I,2.0,SEDN,Passenger vehicle,07,Failure to yield right-of-way                                                   
2664,2024102001145,294796258,queens,I,1.0,SEDN,Passenger vehicle, , 
2665,2024102001148,294796260,queens,I,1.0,SEDN,Passenger vehicle, , 
2666,2024102001148,294796260,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
2667,2024114001721,294797759,queens,I,1.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
2668,2024114001713,294800278,queens,I,1.0,MCY,Motorcycle,04,Driver inattention/distraction                                                  
2669,2024114001713,294800278,queens,I,2.0,BIKE,Bicycle,04,Driver inattention/distraction                                                  
2670,2024114001715,294800279,queens,I,1.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
2671,2024104001329,294802130,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2672,2024104001329,294802130,queens,I,2.0,SUBN,Sport utility / station wagon,10,Illness                                                                         
2673,2024104001331,294802131,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2674,2024104001331,294802131,queens,I,2.0,SUBN,Sport utility / station wagon,05,Driver inexperience                                                             
2675,2024104001332,294802132,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2676,2024104001332,294802132,queens,I,2.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
2677,2024104001335,294802133,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2678,2024104001335,294802133,queens,I,2.0,LCOM,Large com veh(6 or more tires),09,Following too closely                                                           
2679,2024105001972,294802136,queens,I,1.0,PICK,Pick-up truck, , 
2680,2024105001972,294802136,queens,I,2.0,SUBN,Sport utility / station wagon,11,Lost consciousness                                                              
2681,2024105002005,294802137,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2682,2024105002005,294802137,queens,I,2.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           
2683,2024105002005,294802137,queens,I,3.0,SUBN,Sport utility / station wagon, , 
2684,2024112000843,294813595,queens,I,1.0,SEDN,Passenger vehicle, , 
2685,2024112000843,294813595,queens,I,2.0,SUBN,Sport utility / station wagon,03,Backing unsafely                                                                
2686,2024111001225,294816686,queens,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
2687,2024111001225,294816686,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2688,2024111001254,294818545,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2689,2024111001254,294818545,queens,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
2690,2024112000837,294823573,queens,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
2691,2024112000837,294823573,queens,I,2.0,MCY,Motorcycle,04,Driver inattention/distraction                                                  
2692,2024114001714,294823574,queens,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
2693,2024114001714,294823574,queens,I,2.0,BIKE,Bicycle,04,Driver inattention/distraction                                                  
2694,2024102001151,294823892,queens,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
2695,2024102001151,294823892,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2696,2024103001192,294823899,queens,I,1.0,SEDN,Passenger vehicle, , 
2697,2024103001193,294823900,queens,I,1.0,SEDN,Passenger vehicle, , 
2698,2024103001193,294823900,queens,I,2.0,SEDN,Passenger vehicle, , 
2699,2024103001195,294823901,queens,I,1.0,SEDN,Passenger vehicle, , 
2700,2024103001195,294823901,queens,I,2.0,MCY,Motorcycle, , 
2701,2024103001196,294823902,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2702,2024103001196,294823902,queens,I,2.0,PICK,Pick-up truck, , 
2703,2024103001197,294823903,queens,I,1.0,SEDN,Passenger vehicle, , 
2704,2024103001197,294823903,queens,I,2.0,SUBN,Sport utility / station wagon,17,Traffic control disregarded                                                     
2705,2024103001198,294823904,queens,I,1.0,BUS,Bus,13,Passing or lane usage improper                                                  
2706,2024103001198,294823904,queens,I,2.0,LCOM,Large com veh(6 or more tires),03,Backing unsafely                                                                
2707,2024103001199,294823905,queens,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
2708,2024103001199,294823905,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2709,2024103001201,294823906,queens,I,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
2710,2024103001201,294823906,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
2711,2024103001202,294823907,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2712,2024103001202,294823907,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2713,2024103001203,294823908,queens,I,1.0,,,29,Passing too closely                                                             
2714,2024103001203,294823908,queens,I,2.0,SUBN,Sport utility / station wagon,29,Passing too closely                                                             
2715,2024107001455,294823911,queens,I,1.0,SEDN,Passenger vehicle, , 
2716,2024107001455,294823911,queens,I,2.0,BIKE,Bicycle, , 
2717,2024113001230,294823913,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2718,2024113001230,294823913,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
2719,2024110001371,294825679,queens,I,1.0,TAXI,Taxi vehicle, , 
2720,2024110001371,294825679,queens,I,2.0,MCY,Motorcycle, , 
2721,2024115001480,294825683,queens,I,1.0,SEDN,Passenger vehicle, , 
2722,2024115001480,294825683,queens,I,2.0,LCOM,Large com veh(6 or more tires), , 
2723,2024115001480,294825683,queens,I,3.0,SEDN,Passenger vehicle, , 
2724,2024115001481,294825684,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2725,2024112000831,294826538,queens,I,1.0,SEDN,Passenger vehicle, , 
2726,2024112000831,294826538,queens,I,2.0,,,18,Turning improperly                                                              
2727,2024112000832,294826539,queens,I,1.0,SEDN,Passenger vehicle, , 
2728,2024112000832,294826539,queens,I,2.0,SEDN,Passenger vehicle, , 
2729,2024112000832,294826539,queens,I,3.0,SEDN,Passenger vehicle, , 
2730,2024112000832,294826539,queens,I,4.0,SEDN,Passenger vehicle, , 
2731,2024112000832,294826539,queens,I,5.0,SEDN,Passenger vehicle, , 
2732,2024112000835,294826540,queens,I,1.0,BIKE,Bicycle,19,Unsafe speed                                                                    
2733,2024112000835,294826540,queens,I,2.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           
2734,2024112000844,294826545,queens,I,1.0,SUBN,Sport utility / station wagon,19,Unsafe speed                                                                    
2735,2024112000844,294826545,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2736,2024112000845,294826546,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2737,2024103001204,294838718,queens,I,1.0,SEDN,Passenger vehicle, , 
2738,2024106001217,294838720,queens,I,1.0,SEDN,Passenger vehicle, , 
2739,2024106001217,294838720,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
2740,2024106001229,294838721,queens,I,1.0,PICK,Pick-up truck,04,Driver inattention/distraction                                                  
2741,2024106001233,294838722,queens,I,1.0,SEDN,Passenger vehicle, , 
2742,2024106001233,294838722,queens,I,2.0,SEDN,Passenger vehicle,17,Traffic control disregarded                                                     
2743,2024106001234,294838723,queens,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
2744,2024106001234,294838723,queens,I,2.0,SUBN,Sport utility / station wagon,19,Unsafe speed                                                                    
2745,2024106001235,294838724,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2746,2024106001235,294838724,queens,I,2.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           
2747,2024106001236,294838725,queens,I,1.0,SEDN,Passenger vehicle,09,Following too closely                                                           
2748,2024106001236,294838725,queens,I,2.0,SEDN,Passenger vehicle, , 
2749,2024106001236,294838725,queens,I,3.0,SEDN,Passenger vehicle, , 
2750,2024106001236,294838725,queens,I,4.0,SEDN,Passenger vehicle, , 
2751,2024106001237,294838726,queens,I,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
2752,2024106001237,294838726,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
2753,2024106001239,294838728,queens,I,1.0,SEDN,Passenger vehicle,28,Aggressive driving/road rage                                                    
2754,2024106001239,294838728,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2755,2024106001240,294838729,queens,I,1.0,SEDN,Passenger vehicle, , 
2756,2024106001240,294838729,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
2757,2024106001241,294838730,queens,I,1.0,,,07,Failure to yield right-of-way                                                   
2758,2024106001243,294838732,queens,I,1.0,SEDN,Passenger vehicle,02,Alcohol involvement                                                             
2759,2024106001243,294838732,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2760,2024106001243,294838732,queens,I,3.0,SEDN,Passenger vehicle, , 
2761,2024106001243,294838732,queens,I,4.0,SEDN,Passenger vehicle, , 
2762,2024108001333,294838733,queens,I,1.0,SEDN,Passenger vehicle, , 
2763,2024108001333,294838733,queens,I,2.0,LCOM,Large com veh(6 or more tires), , 
2764,2024108001337,294838734,queens,I,1.0,,,26,Other uninvolved vehicle                                                        
2765,2024108001347,294838735,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2766,2024108001347,294838735,queens,I,2.0,SEDN,Passenger vehicle, , 
2767,2024108001347,294838735,queens,I,3.0,MCY,Motorcycle,04,Driver inattention/distraction                                                  
2768,2024108001369,294838736,queens,I,1.0,SEDN,Passenger vehicle, , 
2769,2024108001369,294838736,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
2770,2024108001376,294838737,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2771,2024108001376,294838737,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2772,2024109001931,294838738,queens,I,2.0,SEDN,Passenger vehicle,03,Backing unsafely                                                                
2773,2024109001932,294838739,queens,I,1.0,SEDN,Passenger vehicle, , 
2774,2024109001932,294838739,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
2775,2024109001935,294838741,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2776,2024109001935,294838741,queens,I,2.0,SEDN,Passenger vehicle,07,Failure to yield right-of-way                                                   
2777,2024109001936,294838742,queens,I,1.0,SEDN,Passenger vehicle, , 
2778,2024109001937,294838743,queens,I,1.0,SEDN,Passenger vehicle,13,Passing or lane usage improper                                                  
2779,2024109001937,294838743,queens,I,2.0,SEDN,Passenger vehicle,17,Traffic control disregarded                                                     
2780,2024109001938,294838744,queens,I,1.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
2781,2024109001939,294838745,queens,I,1.0,TAXI,Taxi vehicle, , 
2782,2024109001944,294838749,queens,I,1.0,BUS,Bus, , 
2783,2024109001944,294838749,queens,I,2.0,SEDN,Passenger vehicle, , 
2784,2024109001950,294838752,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2785,2024109001950,294838752,queens,I,2.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
2786,2024109001950,294838752,queens,I,3.0,SEDN,Passenger vehicle, , 
2787,2024109001950,294838752,queens,I,4.0,SUBN,Sport utility / station wagon, , 
2788,2024109001952,294838753,queens,I,1.0,SEDN,Passenger vehicle, , 
2789,2024109001952,294838753,queens,I,2.0,SEDN,Passenger vehicle, , 
2790,2024112000834,294838755,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2791,2024112000834,294838755,queens,I,2.0,PICK,Pick-up truck,04,Driver inattention/distraction                                                  
2792,2024114001703,294838757,queens,I,1.0,SEDN,Passenger vehicle,05,Driver inexperience                                                             
2793,2024114001703,294838757,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2794,2024114001703,294838757,queens,I,3.0,SUBN,Sport utility / station wagon, , 
2795,2024114001703,294838757,queens,I,4.0,SUBN,Sport utility / station wagon, , 
2796,2024114001703,294838757,queens,I,5.0,SUBN,Sport utility / station wagon, , 
2797,2024114001703,294838757,queens,I,6.0,SUBN,Sport utility / station wagon, , 
2798,2024114001703,294838757,queens,I,7.0,SUBN,Sport utility / station wagon, , 
2799,2024114001716,294838758,queens,I,1.0,BUS,Bus,18,Turning improperly                                                              
2800,2024114001716,294838758,queens,I,2.0,SEDN,Passenger vehicle, , 
2801,2024114001726,294838759,queens,I,1.0,TAXI,Taxi vehicle,07,Failure to yield right-of-way                                                   
2802,2024107001443,294845679,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2803,2024107001470,294845680,queens,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
2804,2024107001470,294845680,queens,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
2805,2024108001373,294845681,queens,I,1.0,SEDN,Passenger vehicle, , 
2806,2024111001255,294848144,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2807,2024111001255,294848144,queens,I,2.0,SEDN,Passenger vehicle,09,Following too closely                                                           
2808,2024111001256,294854752,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2809,2024111001256,294854752,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
2810,2024111001257,294854753,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2811,2024111001257,294854753,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2812,2024115001483,294858132,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2813,2024115001483,294858132,queens,I,2.0,MCY,Motorcycle,05,Driver inexperience                                                             
2814,2024107001471,294861368,queens,I,1.0,SUBN,Sport utility / station wagon,02,Alcohol involvement                                                             
2815,2024107001471,294861368,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2816,2024107001472,294861369,queens,I,1.0,SEDN,Passenger vehicle, , 
2817,2024107001472,294861369,queens,I,2.0,SEDN,Passenger vehicle, , 
2818,2024107001473,294861370,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2819,2024107001474,294861371,queens,I,1.0,FIRE,Fire truck, , 
2820,2024107001474,294861371,queens,I,2.0,SEDN,Passenger vehicle, , 
2821,2024111001244,294866831,queens,I,1.0,SEDN,Passenger vehicle, , 
2822,2024111001244,294866831,queens,I,2.0,SEDN,Passenger vehicle,13,Passing or lane usage improper                                                  
2823,2024104001334,294867292,queens,I,1.0,BIKE,Bicycle, , 
2824,2024106001246,294867296,queens,I,1.0,MCY,Motorcycle, , 
2825,2024106001246,294867296,queens,I,2.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           
2826,2024102001157,294867730,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2827,2024102001157,294867730,queens,I,2.0,PICK,Pick-up truck,04,Driver inattention/distraction                                                  
2828,2024115001484,294867732,queens,I,1.0,PICK,Pick-up truck,19,Unsafe speed                                                                    
2829,2024115001484,294867732,queens,I,2.0,TAXI,Taxi vehicle, , 
2830,2024115001484,294867732,queens,I,3.0,SEDN,Passenger vehicle, , 
2831,2024108001364,294869928,queens,I,1.0,SEDN,Passenger vehicle, , 
2832,2024108001364,294869928,queens,I,2.0,LCOM,Large com veh(6 or more tires), , 
2833,2024108001370,294869929,queens,I,1.0,SEDN,Passenger vehicle, , 
2834,2024108001370,294869929,queens,I,2.0,LCOM,Large com veh(6 or more tires),09,Following too closely                                                           
2835,2024108001371,294869930,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2836,2024108001371,294869930,queens,I,2.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           
2837,2024108001372,294869931,queens,I,1.0,SEDN,Passenger vehicle, , 
2838,2024108001374,294869932,queens,I,1.0,MCY,Motorcycle, , 
2839,2024108001374,294869932,queens,I,2.0,SEDN,Passenger vehicle, , 
2840,2024108001378,294869934,queens,I,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
2841,2024108001378,294869934,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
2842,2024108001380,294869935,queens,I,1.0,SEDN,Passenger vehicle, , 
2843,2024108001380,294869935,queens,I,2.0,,,04,Driver inattention/distraction                                                  
2844,2024108001382,294869936,queens,I,2.0,TAXI,Taxi vehicle,09,Following too closely                                                           
2845,2024108001382,294869936,queens,I,3.0,SEDN,Passenger vehicle,09,Following too closely                                                           
2846,2024108001384,294869937,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2847,2024108001385,294869938,queens,I,1.0,SEDN,Passenger vehicle, , 
2848,2024108001385,294869938,queens,I,2.0,BUS,Bus, , 
2849,2024108001389,294869940,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2850,2024108001389,294869940,queens,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
2851,2024108001390,294869941,queens,I,1.0,SEDN,Passenger vehicle, , 
2852,2024108001390,294869941,queens,I,2.0,LCOM,Large com veh(6 or more tires),07,Failure to yield right-of-way                                                   
2853,2024109001866,294869942,queens,I,1.0,SEDN,Passenger vehicle,09,Following too closely                                                           
2854,2024109001866,294869942,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2855,2024109001934,294869943,queens,I,1.0,SEDN,Passenger vehicle, , 
2856,2024109001934,294869943,queens,I,2.0,,,13,Passing or lane usage improper                                                  
2857,2024108001367,294871035,queens,I,1.0,SEDN,Passenger vehicle, , 
2858,2024108001367,294871035,queens,I,2.0,LCOM,Large com veh(6 or more tires),20,Unsafe lane changing                                                            
2859,2024108001381,294871036,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2860,2024108001381,294871036,queens,I,2.0,BIKE,Bicycle,14,Pedest/bike/other pedest error                                                  
2861,2024108001388,294871037,queens,I,1.0,PICK,Pick-up truck,04,Driver inattention/distraction                                                  
2862,2024108001391,294871038,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2863,2024108001391,294871038,queens,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
2864,2024109001946,294875864,queens,I,1.0,SEDN,Passenger vehicle,09,Following too closely                                                           
2865,2024109001946,294875864,queens,I,2.0,SEDN,Passenger vehicle,09,Following too closely                                                           
2866,2024109001948,294875865,queens,I,1.0,PICK,Pick-up truck, , 
2867,2024109001948,294875865,queens,I,2.0,,,09,Following too closely                                                           
2868,2024109001954,294875867,queens,I,1.0,SEDN,Passenger vehicle, , 
2869,2024109001954,294875867,queens,I,2.0,SCOM,Small com veh(4 tires), , 
2870,2024103001209,294881810,queens,I,1.0,SEDN,Passenger vehicle, , 
2871,2024103001209,294881810,queens,I,2.0,SEDN,Passenger vehicle,03,Backing unsafely                                                                
2872,2024101000501,294918178,queens,I,1.0,SEDN,Passenger vehicle, , 
2873,2024101000501,294918178,queens,I,2.0,,,17,Traffic control disregarded                                                     
2874,2024103001211,294918180,queens,I,1.0,SEDN,Passenger vehicle,05,Driver inexperience                                                             
2875,2024103001213,294918181,queens,I,1.0,SEDN,Passenger vehicle,26,Other uninvolved vehicle                                                        
2876,2024103001213,294918181,queens,I,2.0,SEDN,Passenger vehicle, , 
2877,2024104001347,294918182,queens,I,1.0,BUS,Bus,29,Passing too closely                                                             
2878,2024104001347,294918182,queens,I,2.0,BIKE,Bicycle,05,Driver inexperience                                                             
2879,2024107001469,294918184,queens,I,1.0,SEDN,Passenger vehicle,28,Aggressive driving/road rage                                                    
2880,2024107001469,294918184,queens,I,2.0,BIKE,Bicycle, , 
2881,2024107001469,294918184,queens,I,3.0,BIKE,Bicycle, , 
2882,2024107001478,294918185,queens,I,2.0,LCOM,Large com veh(6 or more tires),04,Driver inattention/distraction                                                  
2883,2024107001478,294918185,queens,I,3.0,SEDN,Passenger vehicle, , 
2884,2024107001478,294918185,queens,I,4.0,SEDN,Passenger vehicle, , 
2885,2024108001392,294918186,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2886,2024108001392,294918186,queens,I,2.0,MCY,Motorcycle,13,Passing or lane usage improper                                                  
2887,2024111001258,294918187,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2888,2024111001258,294918187,queens,I,2.0,SEDN,Passenger vehicle,19,Unsafe speed                                                                    
2889,2024111001259,294918188,queens,I,1.0,SEDN,Passenger vehicle, , 
2890,2024111001259,294918188,queens,I,2.0,SEDN,Passenger vehicle,09,Following too closely                                                           
2891,2024112000847,294918189,queens,I,1.0,TAXI,Taxi vehicle,04,Driver inattention/distraction                                                  
2892,2024112000848,294918190,queens,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
2893,2024112000849,294918191,queens,I,1.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
2894,2024115001485,294918192,queens,I,1.0,SUBN,Sport utility / station wagon,20,Unsafe lane changing                                                            
2895,2024115001485,294918192,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2896,2024107001476,294930688,queens,I,1.0,SEDN,Passenger vehicle, , 
2897,2024107001476,294930688,queens,I,2.0,SEDN,Passenger vehicle, , 
2898,2024107001477,294931369,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2899,2024107001477,294931369,queens,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
2900,2024109001940,294931768,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2901,2024109001940,294931768,queens,I,2.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
2902,2024109001956,294931769,queens,I,1.0,PICK,Pick-up truck,04,Driver inattention/distraction                                                  
2903,2024109001956,294931769,queens,I,2.0,SEDN,Passenger vehicle, , 
2904,2024113001225,294931771,queens,I,1.0,SEDN,Passenger vehicle, , 
2905,2024113001225,294931771,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2906,2024113001225,294931771,queens,I,3.0,SUBN,Sport utility / station wagon,02,Alcohol involvement                                                             
2907,2024113001225,294931771,queens,I,4.0,SEDN,Passenger vehicle, , 
2908,2024113001233,294931772,queens,I,1.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
2909,2024113001233,294931772,queens,I,2.0,TAXI,Taxi vehicle, , 
2910,2024113001234,294931773,queens,I,1.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
2911,2024113001236,294931774,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2912,2024113001236,294931774,queens,I,2.0,SEDN,Passenger vehicle, , 
2913,2024113001238,294931775,queens,I,1.0,PICK,Pick-up truck, , 
2914,2024113001238,294931775,queens,I,2.0,SEDN,Passenger vehicle, , 
2915,2024113001241,294931777,queens,I,1.0,SEDN,Passenger vehicle, , 
2916,2024113001241,294931777,queens,I,2.0,SUBN,Sport utility / station wagon,19,Unsafe speed                                                                    
2917,2024108001396,294938457,queens,I,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
2918,2024108001396,294938457,queens,I,2.0,SEDN,Passenger vehicle, , 
2919,2024102001159,294943251,queens,I,1.0,BUS,Bus,07,Failure to yield right-of-way                                                   
2920,2024109001957,294943252,queens,I,1.0,BUS,Bus,14,Pedest/bike/other pedest error                                                  
2921,2024110001372,294943253,queens,I,1.0,SEDN,Passenger vehicle, , 
2922,2024110001372,294943253,queens,I,2.0,VAN,Van, , 
2923,2024110001373,294943254,queens,I,1.0,TAXI,Taxi vehicle, , 
2924,2024110001378,294943256,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2925,2024110001383,294943257,queens,I,1.0,SEDN,Passenger vehicle, , 
2926,2024101000508,294946622,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2927,2024101000508,294946622,queens,I,2.0,LCOM,Large com veh(6 or more tires), , 
2928,2024101000509,294946623,queens,I,1.0,SEDN,Passenger vehicle, , 
2929,2024101000509,294946623,queens,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
2930,2024109001958,294946624,queens,I,1.0,SEDN,Passenger vehicle, , 
2931,2024109001958,294946624,queens,I,2.0,SEDN,Passenger vehicle,07,Failure to yield right-of-way                                                   
2932,2024109001958,294946624,queens,I,3.0,SUBN,Sport utility / station wagon, , 
2933,2024109001959,294946625,queens,I,1.0,SEDN,Passenger vehicle, , 
2934,2024109001959,294946625,queens,I,2.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
2935,2024109001960,294946626,queens,I,1.0,SEDN,Passenger vehicle, , 
2936,2024109001960,294946626,queens,I,2.0,,,04,Driver inattention/distraction                                                  
2937,2024109001961,294946627,queens,I,1.0,SEDN,Passenger vehicle, , 
2938,2024109001963,294946629,queens,I,1.0,SEDN,Passenger vehicle, , 
2939,2024109001963,294946629,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2940,2024109001964,294946630,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2941,2024109001964,294946630,queens,I,2.0,,,07,Failure to yield right-of-way                                                   
2942,2024112000850,294946636,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2943,2024112000850,294946636,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2944,2024112000850,294946636,queens,I,3.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
2945,2024108001398,294949381,queens,I,1.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
2946,2024108001398,294949381,queens,I,2.0,BIKE,Bicycle, , 
2947,2024109001965,294949382,queens,I,1.0,SEDN,Passenger vehicle,28,Aggressive driving/road rage                                                    
2948,2024109001965,294949382,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2949,2024109001965,294949382,queens,I,3.0,SEDN,Passenger vehicle, , 
2950,2024113001243,294949383,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2951,2024113001243,294949383,queens,I,2.0,SUBN,Sport utility / station wagon,03,Backing unsafely                                                                
2952,2024113001244,294952662,queens,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
2953,2024113001244,294952662,queens,I,2.0,SUBN,Sport utility / station wagon, , 
2954,2024113001244,294952662,queens,I,3.0,SEDN,Passenger vehicle, , 
2955,2024115001488,294966854,queens,I,1.0,SUBN,Sport utility / station wagon, , 
2956,2024115001488,294966854,queens,I,2.0,SEDN,Passenger vehicle,17,Traffic control disregarded                                                     
2957,2024112000851,294974741,queens,I,1.0,SUBN,Sport utility / station wagon, , 
