,CollisionID,CollisionKey,Borough,RoadType,VehicleSequenceNumber,VehicleTypeCode,VehicleTypeDescription,ContributingFactorCode,ContributingFactorDescription
8299,2024044001115,295550284,bronx,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
8300,2024040001003,295566289,bronx,I,1.0,SUBN,Sport utility / station wagon, , 
8301,2024040001003,295566289,bronx,I,2.0,,,04,Driver inattention/distraction                                                  
8302,2024040001015,295566292,bronx,I,1.0,BUS,Bus, , 
8303,2024040001066,295566296,bronx,I,1.0,SEDN,Passenger vehicle, , 
8304,2024040001066,295566296,bronx,I,2.0,SUBN,Sport utility / station wagon, , 
8305,2024042000700,295566298,bronx,I,1.0,SEDN,Passenger vehicle, , 
8306,2024042000700,295566298,bronx,I,2.0,MCY,Motorcycle,17,Traffic control disregarded                                                     
8307,2024042000708,295566299,bronx,I,1.0,TAXI,Taxi vehicle, , 
8308,2024042000708,295566299,bronx,I,2.0,BIKE,Bicycle, , 
8309,2024042000710,295566300,bronx,I,1.0,SUBN,Sport utility / station wagon, , 
8310,2024043001370,295566303,bronx,I,1.0,SEDN,Passenger vehicle, , 
8311,2024043001371,295566304,bronx,I,1.0,SUBN,Sport utility / station wagon, , 
8312,2024043001371,295566304,bronx,I,2.0,SUBN,Sport utility / station wagon,02,Alcohol involvement                                                             
8313,2024044001117,295566306,bronx,I,1.0,PICK,Pick-up truck,03,Backing unsafely                                                                
8314,2024044001117,295566306,bronx,I,2.0,SUBN,Sport utility / station wagon, , 
8315,2024052001132,295566308,bronx,I,1.0,SEDN,Passenger vehicle, , 
8316,2024052001132,295566308,bronx,I,2.0,SEDN,Passenger vehicle,19,Unsafe speed                                                                    
8317,2024052001132,295566308,bronx,I,3.0,SEDN,Passenger vehicle, , 
8318,2024052001152,295566311,bronx,I,1.0,SUBN,Sport utility / station wagon, , 
8319,2024052001152,295566311,bronx,I,2.0,MCY,Motorcycle,17,Traffic control disregarded                                                     
8320,2024052001154,295566314,bronx,I,1.0,SEDN,Passenger vehicle, , 
8321,2024052001155,295566316,bronx,I,1.0,SEDN,Passenger vehicle, , 
8322,2024052001155,295566316,bronx,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
8323,2024052001156,295566317,bronx,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
8324,2024052001156,295566317,bronx,I,2.0,SUBN,Sport utility / station wagon,13,Passing or lane usage improper                                                  
8325,2024052001157,295566318,bronx,I,1.0,SEDN,Passenger vehicle,26,Other uninvolved vehicle                                                        
8326,2024052001157,295566318,bronx,I,2.0,SEDN,Passenger vehicle, , 
8327,2024052001159,295566320,bronx,I,1.0,PICK,Pick-up truck,04,Driver inattention/distraction                                                  
8328,2024052001159,295566320,bronx,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
8329,2024052001160,295566321,bronx,I,1.0,SUBN,Sport utility / station wagon, , 
8330,2024052001160,295566321,bronx,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
8331,2024052001162,295566323,bronx,I,1.0,BIKE,Bicycle,07,Failure to yield right-of-way                                                   
8332,2024052001162,295566323,bronx,I,2.0,SUBN,Sport utility / station wagon, , 
8333,2024052001163,295566324,bronx,I,1.0,SEDN,Passenger vehicle, , 
8334,2024052001163,295566324,bronx,I,2.0,BIKE,Bicycle,07,Failure to yield right-of-way                                                   
8335,2024046000820,295576472,bronx,I,1.0,SUBN,Sport utility / station wagon,20,Unsafe lane changing                                                            
8336,2024046000871,295576473,bronx,I,1.0,MCY,Motorcycle,07,Failure to yield right-of-way                                                   
8337,2024046000878,295576474,bronx,I,1.0,SEDN,Passenger vehicle, , 
8338,2024046000881,295579534,bronx,I,1.0,SEDN,Passenger vehicle, , 
8339,2024046000884,295579536,bronx,I,1.0,SEDN,Passenger vehicle, , 
8340,2024046000884,295579536,bronx,I,2.0,LCOM,Large com veh(6 or more tires),18,Turning improperly                                                              
8341,2024047001173,295579538,bronx,I,1.0,,,04,Driver inattention/distraction                                                  
8342,2024047001186,295579539,bronx,I,1.0,SUBN,Sport utility / station wagon, , 
